master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link
3325967040,2018-03-28,Select Expl Ltd,Trek Metals Ltd,,,,,No,No,No,8.327,No,Friendly,No,No,No,No,,,No,2018-03-28,2018-04-30,N,,Yes,No,,2018-04-30,,Merger,No,,1.0,,52.74,,47.26,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.379,2018-03-28,,No,,2F7857,BDD5154,2F7857,Trek Metals Ltd,2F7857,Trek Metals Ltd,Australia,9H2978,,9F5666,Battery Minerals Ltd,9F5666,Battery Minerals Ltd,BDD5154,BYSXDR6,Metals & Mining,Metals & Mining,Materials,Materials,Australia,AU,Mauritania,MU,Sub.,Public,1021,,0.379,0.379,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trek Metals Ltd is a mineral explorer company. The Companys principal activities are to progress the exploration of its mineral properties. Its activities include gold and base metals projects in the Pilbara of Western Australia and the Kroussou zinc-lead project in Gabon. Its Pincunah Project, which includes the Valley of the Gossans (VOG) prospect, (E45/4909, E45/4917 & ELA45/6113) is located approximately 100 kilometers (km) south of Port Hedland and just 25 km west of the Sulphur Springs. The Tambourah Project (E45/5484 & E45/5839) is prospective for gold and lithium Caesium Tantalum (LCT) pegmatite deposits. Its Jimblebar project is prospective for gold, sediment-hosted base metals, and iron ore. It holds two exploration tenement applications in the Northern Territory known as the Lawn Hill Project. It also owns 100% interest in precious and base metals exploration tenement E45/4640, located immediately adjacent to its Pincunah Project. The Company was founded on March 29, 2004 and is headquartered in Subiaco, Australia.",Select Exploration Ltd is a copper and nickel ore mine operator. The Company is located in Mauritania.,,10.567 mil shs ord/stock; plus MRO 7.038 mil (USD 0.2 mil) cash/stock,"Cash, Ordinary Share","Stock, Stock",mauritania,australia,False,False,False,True,False,False,metals_and_mining,True,False
3327513040,2018-12-18,Zambian Breweries-Coca Cola,Coca-Cola Beverages Africa Pty,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-18,2018-12-18,N,,Yes,Yes,,2018-12-18,,Acq. of Assets,No,,1.0,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-12-18,,No,,9E4726,,191216,Coca-Cola Co,191216,Coca-Cola Co,United States,9H4399,,98900P,Zambian Breweries PLC,03500W,Anheuser-Busch Inbev SA/NV,2206657,BYYHL23,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,South Africa,SA,Zambia,ZA,Sub.,Sub.,2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coca-Cola Beverages Africa Pty Ltd is a manufacturer of soft drinks. The Company serves12 countries, employing 12,000 people and account for 40 per cent of the total Coca-Cola beverage volume consumed in Africa. The Company will initially produce and distribute Coca-Cola beverages in South Africa, Kenya, Ethiopia, Mozambique, Tanzania, Uganda, Namibia, Comoros and Mayotte. The Company was founded in 2016 and is located in Port Elizabeth, South Africa.","Coca cola bottling business of Zambian Breweries Plc, located in Zambia.",,,Unspecified,Assets,zambia,united_states,False,False,False,True,False,False,food_and_beverage,False,False
3328437040,2018-12-27,S E Asia Telecom-Towers,edotco Cambodia Co Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-27,2018-12-27,N,,Yes,Yes,,2018-12-27,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-12-27,,No,,9H5065,,7F6342,Smart Axiata Co Ltd,06265N,Axiata Group Bhd,Malaysia,9H5086,,9H5078,S E Asia Telecom (Cambodia),9H5078,S E Asia Telecom (Cambodia),B2QZGV5,,Telecommunications Services,Telecommunications Services,Telecommunications,Telecommunications,Cambodia,CB,Cambodia,CB,Sub.,Sub.,4812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edotco Cambodia Co Ltd is a wired telecommunications carrier. The Company was founded in 1970 and is located in Cambodia.,"Telecommunication tower assets of South East Asia Telecom (Cambodia) Co Ltd, located in Cambodia. The assets comprises a total of 325 towers.",,,Unspecified,Assets,cambodia,malaysia,False,False,False,False,True,False,telecommunications_services,False,False
3330033040,2018-09-01,Adonis Environnement,Veolia Water India Africa SA,,,,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-09-01,2018-11-30,N,,No,No,,2018-11-30,,Acq. Rem. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1.0,No,No,,2018-09-01,,No,,92174Y,,92334N,Veolia Environnement SA,92334N,Veolia Environnement SA,France,9H5824,,92174Y,Veolia Water India Africa SA,92334N,Veolia Environnement SA,4031879,4031879,Water and Waste Management,Water and Waste Management,Energy and Power,Energy and Power,France,FR,Madagascar,MG,Sub.,Sub.,4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veolia Water India Africa SA, headquartered in Paris, France, provides water and waste water services. The company specializes in outsourcing services to municipal authorities, as well as industrial and service companies. It designs technological solutions and constructs facilities needed in water and waste water services.",Groupe Adonis Environnement SA is a provider of solid waste collection services. The Company was founded in 2002 and is located in Madagascar.,,,Unspecified,Stock,madagascar,france,False,False,False,True,False,False,water_and_waste_management,False,True
3331095040,2018-12-11,PCFC Investments-Djibouti,Nayel & Bin Harmal Invest Co,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-11,2018-12-11,N,,Yes,Yes,,2018-12-11,,Acq. of Assets,No,,,1.0,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-12-11,,No,,9H6804,,9H6804,Nayel & Bin Harmal Invest Co,9H6804,Nayel & Bin Harmal Invest Co,United Arab Emirates,9H6809,,9H6799,PCFC Investments One Person Co,9H6799,PCFC Investments One Person Co,,,Non Residential,Hotels and Lodging,Real Estate,Media and Entertainment,Utd Arab Em,UA,Djibouti,DJ,Sub.,Priv.,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nayel & Bin Harmal Investment Co. LLC is a lessor of nonresidential buildings. The Company was founded in 2006 and is located in Al Ain, the United Arab Emirates.","Djibouti Palace Kempinski of PCFC Investments One Person Company LLC, located in Djibouti, Djibouti.",,,Unspecified,Assets,djibouti,united_arab_emirates,False,False,False,False,True,False,hotels_and_lodging,False,False
3347849040,2018-01-22,Aviniger,Injaro Agricultural Capital,,,,,Yes,Yes,No,,No,Friendly,No,No,No,No,,,No,2018-01-22,2018-01-22,N,,No,No,,2018-01-22,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-01-22,,No,,3A5957,,8F0362,Injaro Investments Ltd,8F0362,Injaro Investments Ltd,Ivory Coast,0J7321,,0J7321,Aviniger,0J7321,Aviniger,,,Alternative Financial Investments,Agriculture & Livestock,Financials,Consumer Staples,Mauritius,MV,Niger,NR,Priv.,Sub.,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Injaro Agricultural Capital Holdings Ltd is a financial sponsor. The Company was founded in 2009 and is located in Mauritius.,AviNiger is engaged in raising chickens for egg production business. The Company is located in Niger.,,,Unspecified,Assets,niger,cote_d_ivoire,False,False,False,False,True,False,agriculture_and_livestock,True,False
3348819040,2018-12-24,Dana Engineers Intl Ltd,Aviv Mgmt Engineering & Info,,,,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-24,2019-02-06,N,,Yes,No,,2019-02-06,,Acq. Maj. Int.,No,,,,,,,,80.0,80.0,,,80.0,80.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1.0,No,No,,2018-12-24,,No,,0J7960,,57702L,Matrix IT Ltd,346414,Formula Systems (1985) Ltd,Israel,0J7947,,0J7946,Dana Grp,0J7946,Dana Grp,6348425,,Professional Services,Building/Construction & Engineering,Consumer Products and Services,Industrials,Israel,IS,Bangladesh,BG,Sub.,Sub.,8711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aviv Management Engineering & Information Systems Ltd provides business consulting and engineering services. The Company is located in Israel.,"Dana Engineers International Ltd is a provides engineering solution in the sector of power generation and co-generation. The Company was founded in 1972 and is located in Dhaka, Bangladesh.",,,Unspecified,Stock,bangladesh,israel,False,False,False,True,False,False,building_construction_and_engineering,False,False
3348903040,2018-12-14,Moza Banco SA,Arise Pty Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-14,2019-01-29,N,,No,No,,2019-01-29,,Acq. Part. Int.,No,,,,,,,,29.5,29.5,,,29.5,29.5,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-12-14,,No,,8F4608,,8F4608,Arise Pty Ltd,8F4608,Arise Pty Ltd,South Africa,62447F,,55701T,Mocambique Capitais SA,55701T,Mocambique Capitais SA,,,Other Financials,Banks,Financials,Financials,South Africa,SA,Mozambique,MZ,Sub.,Priv.,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arise Pty Ltd is a provider of financial investment services. The Company was founded in 2017 and is located in Cape Town, South Africa.","Moza Banco SA is a commercial bank. The Company was founded in June 2008 and is located in Maputo, Mozambique.",,,Unspecified,Stock,mozambique,south_africa,False,False,False,False,True,True,banks,False,False
3356085040,2018-11-20,Fairy Bottling Zambia Ltd,Coca-Cola Beverages Africa Pty,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-20,2019-02-04,N,,No,No,,2019-02-04,,Merger,No,,1.0,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-11-20,,No,,9E4726,,191216,Coca-Cola Co,191216,Coca-Cola Co,United States,2H8985,,2H8985,Fairy Bottling Zambia Ltd,2H8985,Fairy Bottling Zambia Ltd,2206657,,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,South Africa,SA,Zambia,ZA,Priv.,Sub.,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coca-Cola Beverages Africa Pty Ltd is a manufacturer of soft drinks. The Company serves12 countries, employing 12,000 people and account for 40 per cent of the total Coca-Cola beverage volume consumed in Africa. The Company will initially produce and distribute Coca-Cola beverages in South Africa, Kenya, Ethiopia, Mozambique, Tanzania, Uganda, Namibia, Comoros and Mayotte. The Company was founded in 2016 and is located in Port Elizabeth, South Africa.","Fairy Bottling Zambia Ltd is a brewery. engages in preparation, packaging, distribution, promotion, and sale of non-alcoholic ready to drink (NARTD) beverages under the Royal Cream Soda, Aqua Savanna, Volcano, and Thunderlight brandsThe Company is located in Lusaka, Zambia.",,,Unspecified,Stock,zambia,united_states,False,False,False,True,False,False,food_and_beverage,False,False
3358871040,2018-03-02,Diamond Gen Ins Ltd,Aprica Invests Co Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-03-02,2018-03-02,N,,No,No,,2018-03-02,,Acq. Maj. Int.,No,,,,,100.0,,,80.0,80.0,,,80.0,80.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,1.8,2018-03-02,,No,,1J3047,,1J3047,Aprica Invests Co Ltd,1J3047,Aprica Invests Co Ltd,Mauritius,1J3045,,1J3045,Diamond Gen Ins Ltd,1J3045,Diamond Gen Ins Ltd,,,Other Financials,Insurance,Financials,Financials,Mauritius,MV,Zambia,ZA,Priv.,Priv.,6411,,1.8,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aprica Investments Co LTD is a provider of financial investment services. The Company was founded in 2014 and is located in Ebene, Mauritius.",Diamond General Insurance LTD is an insurance agency. The Company was founded in 1970 and is located in Zambia.,,,"Cash, Cash Only",Stock,zambia,mauritius,True,False,False,False,True,False,insurance,False,False
3361315040,2018-11-21,Ecopharm Uganda Ltd,XSML Management BV,,,,,Yes,Yes,No,,No,Friendly,No,No,No,No,,,No,2018-11-21,2018-11-21,N,,No,No,,2018-11-21,,Acq. Part. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-11-21,,No,,7F1009,,7F1009,XSML Management BV,7F1009,XSML Management BV,Netherlands,1J4464,,1J4464,Ecopharm Uganda Ltd,1J4464,Ecopharm Uganda Ltd,,,Alternative Financial Investments,Other Retailing,Financials,Retail,Netherlands,NT,Uganda,UG,Priv.,Priv.,5912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XSML Management BV is a private equity firm focusing its investments on companies in Central and East Africa. It was founded in 2008 and is located in Amsterdam, the Netherlands.","Ecopharm Uganda LTD is a drug store operator. The Company is located in Kampala, Uganda.",,,Unspecified,Stock,uganda,netherlands,True,False,False,True,False,False,other_retailing,False,False
3376141040,2017-12-21,Ura Hldg Plc-Mining,Estes Capital Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-12-21,2017-12-21,N,,Yes,Yes,,2017-12-21,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-12-21,,No,,2J4063,,2J4063,Estes Capital Ltd,2J4063,Estes Capital Ltd,United Kingdom,2J4059,,8H0573,URA Holdings PLC,8H0573,URA Holdings PLC,,BD2B4T8,Asset Management,Oil & Gas,Financials,Energy and Power,United Kingdom,UK,Tanzania,TZ,Sub.,Priv.,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estes Capital Ltd is a provider of financial investment services. The Company is located in the United Kingdom.,"Mining asset.tanzania of Ura Holdings Plc, located in Tanzania.",,,Unspecified,Assets,tanzania,united_kingdom,False,False,False,True,False,False,oil_and_gas,True,True
3389286040,2018-10-31,Ozango Minerais SA,Pensana Metals Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-10-31,2018-10-31,N,,No,No,,2018-10-31,,Acq. Part. Int.,No,,,,,100.0,,,14.0,84.0,70.0,70.0,14.0,84.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.526,2018-10-31,,No,,3J8367,BDZ84H4,3J8367,Pensana Metals Ltd,3J8367,Pensana Metals Ltd,Australia,3J2359,,3J2357,Ozango SAS,3J2357,Ozango SAS,BDZ84H4,,Metals & Mining,Motion Pictures / Audio Visual,Materials,Media and Entertainment,Australia,AU,Angola,AN,Sub.,Public,7812,,0.526,3.755,3.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pensana Metals Ltd, located in Perth, Australia, is a gold and mineral exploration company operating in Australia and Tanzania. The Company was founded in September 26, 2006.","Ozango Minerais SA is engaged in the motion pictures and videos services business. The Company is located in Luanda, Angola.",,,"Cash, Cash Only",Stock,angola,australia,False,False,False,True,False,False,motion_pictures___audio_visual,False,False
3389707040,2018-12-18,Vista Water Lda,Indaqua,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-18,2018-12-18,N,,Yes,No,,2018-12-18,,Merger,No,,,,,,,,55.0,100.0,45.0,45.0,55.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-12-18,,No,,45318K,,6E5872,Miya Water Portugal SGPS SA,8F7043,Arison Creative Ltd,Israel,3J2621,,61974P,Mota Engil SGPS SA,30391X,FM Sociedade de Controlo SGPS,,,Water and Waste Management,Water and Waste Management,Energy and Power,Energy and Power,Portugal,PO,Angola,AN,Sub.,Sub.,4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indaqua-Industria e Gestao de Aguas SA, headquartered in Matosinhos, Portugal, is a water utility company. The Company holds, through its subsidiaries, the concessions water supply of the Municipalities of Fafe, Santo Tirso, Trofa, Santa Maria de Feira, Matosinhos and Vila do Conde.","Vista Water Lda is a water supply system operator. The Company is located in Luanda, Angola.",,,Unspecified,Stock,angola,israel,False,False,False,True,False,False,water_and_waste_management,False,False
3392664040,2018-08-31,Banco Terra SA,Arise BV,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-08-31,2019-01-03,N,,No,No,,2019-01-03,,Acq. Part. Int.,No,,,,,,,,45.78,45.8,,,45.8,45.8,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-08-31,,No,,2F8390,,2F8390,Arise BV,2F8390,Arise BV,Netherlands,5A0832,,5A0832,Banco Terra SA,5A0832,Banco Terra SA,,,Brokerage,Banks,Financials,Financials,Netherlands,NT,Mozambique,MZ,Priv.,Priv.,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arise BV is a securities brokerage company. The Company was founded in 2016 and is located in Utrecht, the Netherlands.","Banco Terra SA is a commercial bank. The Company was founded in 2008 and is located in Maputo, Mozambique.",,,Unspecified,Stock,mozambique,netherlands,True,False,True,True,False,False,banks,False,False
3394190040,2018-11-14,Anatrans SARL,Oikocredit International,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-14,2018-11-14,N,,No,No,,2018-11-14,,Acq. Part. Int.,No,,,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,2.258,2018-11-14,,No,,67772M,,67772M,Oikocredit International,67772M,Oikocredit International,Netherlands,3J4569,,3J4569,Anatrans SARL,3J4569,Anatrans SARL,,,Credit Institutions,Agriculture & Livestock,Financials,Consumer Staples,Netherlands,NT,Burkina Faso,BF,Priv.,Priv.,173,,2.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oikocredit Ecumenical Development Cooperative Society UA is a cooperative and social impact investor, providing credit and equity to microfinance institutions and directly to trade cooperatives, fair trade organizations, renewable energy projects, and small to medium enterprises (SMEs) in developing countries. The firm lends to microfinance institutions (MFIs) across the world, and they provide financial services to low-income earners. It provides loans, convertible debt, credit lines, capital, and capacity building support. The Company was founded in 1975 and is located in Amersfoort, the Netherlands.",Anatrans SARL is a tree nut farming establishment. The Company is located in Burkina Faso.,,,"Cash Only, Cash Only",Stock,burkina_faso,netherlands,True,False,False,True,False,False,agriculture_and_livestock,True,False
3411710040,2018-08-14,ELIN Leasing PLC,Investor Group,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-08-14,2018-08-14,N,,No,No,,2018-08-14,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-08-14,,No,,46145M,,46145M,Investor Group,46145M,Investor Group,Japan,4J1156,,4J1156,ELIN Leasing PLC,4J1156,ELIN Leasing PLC,,,Other Financials,Credit Institutions,Financials,Financials,Japan,JP,Cambodia,CB,Priv.,Priv.,6141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investor group,Elin Leasing Plc is a provider of sales financing services. The Company is located in Cambodia. It is engaged in the finance leasing business.,,,Unspecified,Assets,cambodia,japan,False,False,True,True,False,False,credit_institutions,False,False
3425688040,2017-07-10,Mali Gold Project,Cardiff Energy Corp,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-07-10,2017-07-10,N,,No,No,,2017-07-10,,Merger,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-07-10,,No,,14146A,BZ3DR09,14146A,Cardiff Energy Corp,14146A,Cardiff Energy Corp,Canada,4J9785,,4J9785,Mali Gold Project,4J9785,Mali Gold Project,BZ3DR09,,Oil & Gas,Metals & Mining,Energy and Power,Materials,Canada,CA,Mali,MY,Priv.,Public,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cardiff Energy Corp, located in Surrey, British Columbia, is an oil and gas exploration and production company engaged in the acquisition exploration and development of oil and gas properties in the United States of America and Western Canada. The company was founded in 2010.",Mali Gold Project is a gold ore mine operator. The Company is located in Mali.,,,"Cash Only, Cash Only",Stock,mali,canada,False,False,False,True,False,False,metals_and_mining,True,False
3425832040,2018-12-10,BOSS Mining SPRL,La Gene des Carrieres et des,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-10,2018-12-10,N,,No,No,,2018-12-10,,Acq. Part. Int.,No,,,,,,,,49.0,49.0,,,49.0,49.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-12-10,,No,,83473V,,83473V,La Gene des Carrieres et des,83473V,La Gene des Carrieres et des,Congo (RC),10015V,,15232M,Central African Mining & Expl,6A1743,Eurasian Resources Group,,,Metals & Mining,Metals & Mining,Materials,Materials,Rep of Congo,CG,Dem Rep Congo,DC,Sub.,Priv.,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Generale des Carrieres et des Mines SA is a copper and nickel ore mine operator. The Company is located in Lubumbashi, the Republic of the Congo.","Provide exploring, mining and trading services on products such as minerals in coal, cobalt, copper, gold and tantalite.",,,"Cash, Cash Only",Stock,democratic_republic_of_congo,congo,False,False,False,False,True,True,metals_and_mining,True,False
